TrainAccuracy,TrainLoss,TestAccuracy,TestLoss,EpochTime,Totaltime
38.129999999999995,1.8168300679206848,48.72,1.4571429668143154,57.7316780090332,57.7316780090332
56.8875,1.2591166672706604,54.21,1.2853826794761438,71.91744565963745,129.64962458610535
66.0125,0.9981307329177856,65.68,0.9866103324265526,90.6275680065155,220.27719259262085
72.2275,0.8205162774085999,68.13,0.9314992612543197,85.05885219573975,305.33654618263245
76.4975,0.6995636999130249,72.66,0.7958334203535756,97.26661109924316,402.6031572818756
79.485,0.6085687775373458,76.06,0.7049351990603792,84.50258231163025,487.10624170303345
82.715,0.511769252371788,69.35,0.9945784144508191,45.78035616874695,532.8871004581451
85.6075,0.4281779522299767,79.46,0.6114904212113768,55.66656684875488,588.55517578125
88.5025,0.3490850476294756,74.96000000000001,0.76246896881265,53.835943937301636,642.3911197185516
90.44,0.289393935328722,78.71000000000001,0.6389626517844277,52.87516736984253,695.2662870883942
92.4925,0.2326266572445631,76.14999999999999,0.7526503387160195,52.79024815559387,748.0570363998413
94.365,0.1812862389355898,78.28,0.6940138856538187,52.802303314208984,800.859842300415
96.0325,0.1330192487731576,79.88,0.6841706743541236,53.22742176055908,854.0877659320831
96.575,0.11268501565381885,78.24,0.7127274734714922,53.39676594734192,907.484531879425
97.365,0.09188421971686185,77.98,0.7661077100843096,53.33495545387268,960.8199908733368
97.97749999999999,0.07320520446375012,79.4,0.7183672397281415,53.40530490875244,1014.2252957820892
98.77749999999999,0.049035438299924135,80.24,0.7131582204097757,53.02792763710022,1067.25372672081
98.9175,0.04283121083900333,80.42,0.7446046494447385,53.28520894050598,1120.5394377708435
99.3475,0.029760510325152426,82.69999999999999,0.651502325083501,53.227421283721924,1173.7673616409302
99.4425,0.025467338919639586,81.72,0.6660692965546355,53.396764039993286,1227.1641256809235
99.52250000000001,0.021973330748733134,82.78999999999999,0.6132624133135944,53.30983066558838,1280.4739563465118
99.615,0.018262470179889353,82.21000000000001,0.6454361356056917,53.215864419937134,1333.690322637558
99.72999999999999,0.015825957588804885,83.41,0.6123116677775741,53.374669790267944,1387.065479516983
99.845,0.01045647237857338,81.92,0.6886613269964346,53.187723875045776,1440.2532033920288
99.80250000000001,0.011799866596842184,81.41000000000001,0.7186960348972498,53.43445158004761,1493.6881573200226
99.74499999999999,0.01333055919650942,82.84,0.6579520588341993,53.51284456253052,1547.201504945755
99.855,0.009520363437547348,82.09,0.6744907034900242,53.634443521499634,1600.8364510536194
99.895,0.007830026710534002,82.82000000000001,0.6470617967577407,53.69374203681946,1654.530695438385
99.9375,0.005162677138322033,83.32000000000001,0.6278880015610696,53.34048414230347,1707.8711795806885
99.97,0.004202274688426405,83.2,0.6370870440055768,53.35807132720947,1761.229250907898
99.9875,0.0031071556607843377,83.11,0.6306625923957117,53.158578872680664,1814.388332605362
99.995,0.002453176147257909,83.7,0.6330241319684746,53.50882124900818,1867.8976559638977
99.995,0.002365027124679182,83.52000000000001,0.6362966412362961,53.32842540740967,1921.2265830039978
99.97500000000001,0.002686282241740264,83.61,0.6327968319526877,53.53193664550781,1974.7585196495056
99.99,0.002078643141826615,83.82,0.630325119073589,53.79876470565796,2028.5577867031097
99.9875,0.002100887521984987,83.52000000000001,0.6374016707173933,52.5334677696228,2081.0917570590973
99.99749999999999,0.001665217440359993,83.78,0.6263193037753669,52.613364696502686,2133.7051217556
99.995,0.0014006294350605458,83.86,0.6304407254480325,52.20332360267639,2185.9084453582764
100.0,0.0012725556828081608,83.8,0.6247199947555987,51.69529604911804,2237.604243993759
99.995,0.0011267102654383052,83.64,0.644120852858685,51.961620807647705,2289.566367149353
99.99749999999999,0.0013293965637916699,83.73,0.6308155239651949,52.65406775474548,2342.220937728882
99.995,0.0011820484742987901,84.03,0.6253667763722971,53.19978308677673,2395.421223640442
99.99249999999999,0.0011762500638025813,83.95,0.6265363004356147,53.26812410354614,2448.689850091934
100.0,0.0011011234203353523,83.85000000000001,0.6277701333403206,53.273650884628296,2501.9635009765625
99.99749999999999,0.0010422118165064602,83.97,0.6259309868224132,53.589725494384766,2555.5532264709473
99.99749999999999,0.001080426299071405,84.11,0.63599003468173,53.94850945472717,2609.5022382736206
99.99749999999999,0.0009688000945781823,83.84,0.6285169808247599,53.43445181846619,2662.936690092087
100.0,0.0008420138716057409,83.78,0.630471304439889,53.767107009887695,2716.7042996883392
100.0,0.0007702842683938798,83.94,0.6361663889008969,53.94700241088867,2770.651805639267
99.99749999999999,0.0007114246745652053,83.84,0.6393240070857179,53.78268361091614,2824.434991836548
99.99749999999999,0.0008654227371211163,83.91,0.6398840587074384,54.1088080406189,2878.5443019866943
100.0,0.0008215705875598359,83.87,0.6459883330300593,54.20327877998352,2932.748083114624
100.0,0.0007604108443600126,84.15,0.638968683636417,54.240965604782104,2986.989551305771
100.0,0.000678913346567424,84.0,0.6416661484172931,54.064087867736816,3041.054140806198
99.99749999999999,0.0006909355835843598,84.08,0.6316730980151377,53.83494520187378,3094.889587879181
100.0,0.0006766933687962592,83.91,0.6321093531700369,53.74750900268555,3148.6375987529755
100.0,0.0006005436190869659,83.86,0.6375081258507582,54.01433801651001,3202.6524391174316
99.99749999999999,0.0006069480930978898,83.8,0.645696216831192,53.89826059341431,3256.5512022972107
100.0,0.0006020115389226703,84.11,0.6355259637720287,53.70429468154907,3310.2560000419617
100.0,0.0005485724561149254,84.22,0.6345879699285037,54.25654220581055,3364.5130443573
100.0,0.0005060797365440521,83.87,0.6385209576342814,54.24800109863281,3418.761549472809
100.0,0.0005434305885573849,84.11999999999999,0.6472390475221717,54.036948919296265,3472.7990024089813
99.99749999999999,0.0005477381193311885,83.97,0.6568366735459517,54.32739472389221,3527.1263971328735
100.0,0.0005512163580337074,84.11999999999999,0.6501783005440959,53.49274230003357,3580.6196405887604
